(39931.78, 166.85799999999918)
(8423.71, 203.57599999999974)
(5016.92, 212.65200000000002)
(3656.55, 226.56999999999985)
(2985.86, 245.71599999999992)
(2457.65, 242.99999999999997)
(2245.49, 272.1939999999999)
(2018.84, 277.45399999999995)
(1824.49, 283.04400000000004)
(1767.18, 312.03800000000007)
(1744.22, 341.00200000000007)
(1743.06, 375.9460000000001)
