(29028.64, 147.6979999999986)
(6107.31, 161.0869999999997)
(3667.98, 176.59599999999983)
(2731.18, 190.2559999999998)
(2177.1, 197.96999999999986)
(1936.29, 216.9029999999999)
(1744.27, 233.70899999999983)
(1607.99, 243.4229999999999)
(1609.29, 273.9129999999999)
(1631.25, 300.16499999999996)
(1671.41, 317.24699999999996)
(1785.01, 350.3770000000001)
