(28125.82, 66.21340568434427)
(6861.13, 71.4544453723669)
(4618.88, 91.18885994603191)
(3966.65, 120.87079805167652)
(3546.79, 129.35364265102933)
(3403.45, 145.7394087275102)
(3467.67, 154.591474463302)
(3481.0, 191.56863323406054)
(3664.38, 198.37055186734463)
(3949.25, 228.38027572525516)
(4002.76, 240.5285027187497)
(4077.07, 266.4394230679665)
