(20632.44, -27.00800000000018)
(4535.71, -33.42700000000006)
(2667.54, -35.848000000000056)
(2303.81, -44.42700000000003)
(2143.65, -50.49500000000003)
(2108.41, -54.477000000000025)
(2194.55, -63.14500000000002)
(2532.76, -70.61200000000004)
(2978.56, -91.97200000000004)
(2873.5, -81.05000000000004)
(2924.21, -89.26700000000002)
(2880.35, -88.325)
