(49918.21, -113.31700000000039)
(14046.88, -150.02600000000024)
(10343.09, -177.76300000000006)
(9598.45, -196.33500000000004)
(9601.85, -239.175)
(10189.36, -284.70200000000006)
(12015.96, -364.32199999999995)
(13307.22, -409.2640000000003)
(13476.87, -416.5490000000003)
(13436.62, -405.9140000000003)
(13238.99, -394.71300000000025)
(13218.71, -405.13699999999994)
