(70000.0, 377.44)
(24440.64, 727.1179999999989)
(14808.48, 794.0659999999992)
(11098.9, 849.5199999999998)
(9203.14, 927.5679999999998)
(8058.48, 981.7859999999995)
(7428.29, 1081.413)
(7170.91, 1199.7769999999996)
(7147.96, 1299.3419999999996)
(7410.59, 1402.4029999999996)
(7829.02, 1510.6740000000002)
(7991.92, 1600.7839999999994)
