(61149.53, 127.08377098683427)
(27004.25, 365.4723582335183)
(20477.62, 527.7320920673542)
(16819.18, 563.6150978217883)
(15682.35, 665.6652474571009)
(15878.44, 662.6393407322707)
(16519.4, 789.8900298324439)
(17058.9, 947.5786387464849)
(17703.91, 1033.782208043325)
(18417.11, 1122.718789836641)
(18671.13, 1229.9679324433966)
(19123.1, 1324.4461207119398)
