(70000.0, 282.49)
(33723.92, 869.6119999999991)
(20228.39, 954.3340000000001)
(14828.9, 999.0699999999996)
(12161.53, 1077.908)
(10424.33, 1144.8579999999997)
(9365.04, 1232.004)
(8540.91, 1294.146)
(7962.38, 1357.8179999999995)
(7762.4, 1484.2499999999993)
(7598.99, 1608.0640000000005)
(7667.83, 1757.2179999999998)
